itemname,iteminfo,itemprice
Hyundai Santa Fe Elite 2.7 Petrol 7 Seater 2009,"156,679km, RV/SUV, 2700cc petrol engine, automatic","$14,499"
Mazda Atenza Low Kms 2004,"78,000km, Sedan, 2000cc petrol engine, automatic","$5,950"
Hyundai iX35 Gdi Elite 2.4 A6 2013,"35,000km, RV/SUV, 2359cc petrol engine, automatic","$25,990 "
BMW 530 I A E60 2004,"98,405km, Sedan, 3000cc petrol engine, tiptronic","$12,950"
Holden Captiva NZ New Low Km No Deposit Fi... 2013,"30,000km, RV/SUV, 2400cc petrol engine, automatic","$22,990"
Suzuki Escudo Free Servicing & Warranty! 2008,"56,500km, RV/SUV, 3195cc petrol engine, automatic","$18,990"
Subaru Impreza Sports NEW SHAPE 1.6i-L fro... 2012,"92,591km, Hatchback, 1599cc petrol engine, automatic","$10,990"
Subaru Legacy 2.5 Sport Now $29990 2016,"22,500km, Sedan, 2498cc, automatic","$29,990"
Audi A4 Avant 2.0 TFSi Quattro S Line 2009,"34,100km, Station Wagon, 2000cc petrol engine, automatic","$25,995"
Mazda Demio 1300cc New Shape 2008,"78,270km, Hatchback, 1300cc petrol engine, automatic","$6,800"
Mazda Axela 2000CC LOW 74KM SPECIAL! 2008,"74,500km, Hatchback, 2000cc petrol engine, automatic","$10,480"
Toyota Hiace 4WD 2015,"79,000km, Van, 3000cc diesel engine, automatic","$35,990"
Toyota Alphard 2.4 vvti 8 seater facelift 2008,"70,535km, Van, 2400cc petrol engine, automatic","$13,990"
Mazda Axela HATCHBACK LOW 62KM SPECIAL! 2007,"62,500km, Hatchback, 1500cc petrol engine, automatic","$9,790"
Nissan Fuga 250GT TYPE P New Shape 2012,"127,528km, Sedan, 2500cc petrol engine, automatic","$19,999"
Nissan Murano 250XL 2005,"92,391km, RV/SUV, 2500cc petrol engine, automatic","$10,999"
Peugeot 308 GT 2.0 Leather Pack ($3000 opt... 2017,"4,610km, Hatchback, 1997cc diesel engine, automatic","$41,990"
Holden Commodore Omega NZ New 2013,"188,584km, Sedan, 2997cc petrol engine, automatic","$19,975"
Mitsubishi Outlander 7 SEATER 4WD LOW 79KM... 2008,"79,500km, RV/SUV, 2400cc petrol engine, automatic","$15,890"
Holden Captiva LS Equipe 2.4L 2016,"9,763km, RV/SUV, 2384cc petrol engine, automatic","$31,990"
Subaru Legacy !! FREE !! FREE 1 YEAR WARRA... 2007,"88,254km, Sedan, 1990cc petrol engine, automatic","$10,250"
Toyota Fielder COROLLA 1800CC LOW 83KM SPE... 2007,"83,500km, Station Wagon, 1800cc petrol engine, automatic","$9,840"
Mitsubishi Outlander VRX 2.4L 4wd 2013,"77,000km, RV/SUV, 2400cc petrol engine, automatic","$26,500"
Toyota Ist 150G 2007,"69,777km, Hatchback, 1500cc petrol engine, automatic","$10,975"
BMW 320i LCI Facelift Model With iDrive 2009,"65,692km, Sedan, 2000cc petrol engine, automatic","$16,990"
Suzuki Swift XG 2014,"72,049km, Hatchback, 1200cc petrol engine, automatic","$9,890"
Ford Everest 3.2 4WD 7str 2015,"16,077km, RV/SUV, 3198cc, automatic","$48,990"
Jeep Wrangler 2.8 CRD 2017,"1,300km, RV/SUV, 2776cc diesel engine, tiptronic","$62,900"
Mazda MPV Aeroremix 2004,"57,076km, Van, 2260cc petrol engine, automatic","$7,990"
Nissan Tiida 18G 2007,"44,927km, Hatchback, 1797cc petrol engine, automatic","$8,990"
Mazda Axela SPORT 20S 2005,"46,468km, Hatchback, 1990cc petrol engine, tiptronic","$11,990"
Renault Captur Dynamique 1.2P/6Am/H 2016,"23,000km, Hatchback, 1197cc petrol engine, automatic","$21,900"
Subaru Legacy 3.6RS AWD *DEMO SPECIAL PRIC... 2017,"4,000km, Sedan, 3630cc petrol engine, automatic","$42,990"
Alfa Romeo 147 2.0 Twin Spark 5MT from $26pw 2004,"197,745km, Hatchback, 2000cc petrol engine, manual","$3,500"
Jeep Grand Cherokee Limited 3.0L Diesel 4WD 2017,"1,000km, RV/SUV, 2987cc diesel engine, automatic","$64,990"
Jeep Renegade Longitude 1.4L Turbo 2017,"< 1000km, RV/SUV, 1368cc petrol engine, automatic","$29,990"
Dodge Ram 2500 Bighorn 6.4 V8 2017,"< 1000km, RV/SUV, 6400cc petrol engine, automatic","$129,990"
Subaru Forester Sport 2.5i Huge Demo Clear... 2017,"5,300km, RV/SUV, 2498cc petrol engine, automatic","$38,990"
Subaru XV 2.0i Premium (Brand New Model) J... 2017,"< 1000km, RV/SUV, 1995cc petrol engine, automatic","$39,990"
Subaru Legacy 3.6RS 191KW AWD 2017,"< 1000km, Sedan, 3630cc petrol engine, automatic","$49,990"
Suzuki Vitara SXR 1.6 Petrol 6 speed Auto ... 2017,"< 1000km, RV/SUV, 1586cc petrol engine, automatic","$33,990"
Suzuki Grand Vitara Limited 2.4 5Door Auto 2016,"< 1000km, RV/SUV, 2393cc petrol engine, automatic","$36,490"
Jeep Grand Cherokee Limited 5.7P 4WD 2016,"6,000km, RV/SUV, 5654cc petrol engine, automatic","$72,990"
Dodge Ram 2500 Laramie 2017,"1,000km, Ute, 6690cc diesel engine, automatic","$156,990"
Jeep Grand Cherokee Laredo 3.0D 4WD 2017,"< 1000km, RV/SUV, 2987cc diesel engine, automatic","$69,990"
Jeep Wrangler AEV special edition Sport 3.6L 2017,"< 1000km, RV/SUV, 3604cc petrol engine, automatic","$62,490"
Jeep Renegade Trailhawk 2.4L 4WD 2017,"5,000km, RV/SUV, 2360cc petrol engine, automatic","$38,990"
Volkswagen Polo CROSS 2009,"78,119km, Hatchback, 1600cc petrol engine, automatic","$11,995"
Jaguar XE 20T Prestige 2.0P/8A 2015,"12,670km, Sedan, 1999cc petrol engine, automatic","$51,990"
Nissan Murano - from $43.49 weekly - Waira... 2005,"157,513km, RV/SUV, 3500cc petrol engine, automatic","$7,974"
Nissan Skyline - from $43.49 weekly - Perf... 2006,"120,281km, Sedan, 2500cc petrol engine, automatic","$7,974"
Holden Colorado LTZ DC PU 2.8D/4WD/Man 2014,"76,700km, RV/SUV, 2776cc diesel engine, automatic","$35,888"
Toyota Camry GL 2.4P sedan NZ New 2008,"163,882km, Sedan, 2362cc petrol engine, automatic","$6,900"
Mitsubishi ASX 2.0L SPORT ## STUNNER !! 2010,"136,466km, Station Wagon, 1998cc petrol engine, automatic","$14,990"
Toyota Vitz 2008,"45,347km, Hatchback, 990cc petrol engine, automatic","$8,200"
Toyota Mark X 2005,"86,168km, Sedan, 2499cc petrol engine, automatic","$8,800"
Honda Accord 2005,"73,829km, Sedan, 2000cc petrol engine, automatic","$8,900"
Nissan March 2006,"50,233km, Hatchback, 1240cc petrol engine, automatic","$5,800"
Nissan Skyline 370GT Type SP 2009,"106,000km, Sedan, 3700cc petrol engine, automatic","$18,999"
Toyota Hilux SR5 4WD 3.0 Doublecab Ute 2013,"116,446km, Ute, 2982cc diesel engine, manual","$37,990"
Nissan Leaf 30 kWh - Model S - Zero Emissions 2015,"19,500km, Hatchback, 1cc electric engine, automatic","$25,750"
Nissan Leaf 30 kWh - UK - Acenta - Zero Em... 2016,"14,500km, Hatchback, 1cc electric engine, automatic","$33,900"
Toyota Highlander LIMITED ZR AWD 2014,"45,645km, RV/SUV, 3456cc petrol engine, automatic","$51,803"
Mazda Axela 1.5L low mileage 2004,"26,900km, Hatchback, 1500cc petrol engine, tiptronic","$7,995"
"Mazda MPV Great Looking, Mint Condition 2006","88,000km, RV/SUV, 2300cc petrol engine, automatic","$7,750"
Nissan Leaf 30 kWh - UK - Acenta - Zero Em... 2016,"9,900km, Hatchback, 1000cc electric engine, automatic","$34,990"
Mazda Demio 2 New Shape - from $39.00 week... 2008,"74,997km, Hatchback, 1300cc petrol engine, automatic","$6,974"
"Toyota Alphard G, Front&Reversing Camera, ... 2007","110,000km, Van, 2400cc petrol engine, automatic","$10,500"
Toyota Auris 150XM REVERSING CAMERA KEYLESS 2008,"63,357km, Hatchback, 1500cc petrol engine, automatic","$8,190"
Toyota Camry Gl 2.5P 6A~Signature Class~ 7... 2014,"60,480km, Sedan, 2494cc petrol engine, automatic","$20,995"
Toyota Estima T - 8 Seater Auto People Mover 2004,"121,630km, Station Wagon, 2300cc petrol engine, automatic","$5,970"
BMW X5 3.0 Si - New Shape - 7 Seater 2008,"66,000km, RV/SUV, 3000cc petrol engine, tiptronic","$28,995"
Nissan Leaf 30 kWh - UK - Tekna - Zero Emi... 2016,"8,700km, Hatchback, 1cc electric engine, automatic","$38,990"
Toyota Hiace 3.0 Diesel 5 Door 2009,"139,200km, Van, 3000cc diesel engine, automatic","$21,690"
Volkswagen Golf TSI COMFORTLINE NZ NEW 2013,"42,994km, Hatchback, 1395cc petrol engine, manual","$16,990"
Suzuki Swift XG AERO 2009,"42,690km, Hatchback, 1200cc petrol engine, automatic","$9,990"
Nissan Leaf 24S 2016,"2,761km, Hatchback, electric engine, automatic","$21,990"
Mazda Demio 13 SKYACTIVE 2012,"74,009km, Hatchback, 1300cc petrol engine, automatic","$10,990"
Toyota Blade G 2007,"69,258km, Hatchback, 2400cc petrol engine, automatic","$10,990"
Mazda Demio 2006,"17,182km, Hatchback, 1300cc petrol engine, automatic","$7,990"
Nissan Fuga 450GT V8 2006,"18,720km, Sedan, 4500cc petrol engine, automatic","$16,990"
Nissan Skyline 350GT Type SP 2006,"43,636km, Sedan, 3500cc petrol engine, automatic","$13,990"
Mazda Axela 2010,"87,734km, Hatchback, 1500cc petrol engine, tiptronic","$12,990"
Nissan Teana MAXIMA - from $30.02 weekly -... 2006,"102,670km, Sedan, 2300cc petrol engine, automatic","$4,974"
Toyota 86 GT 2014,"30,430km, Coupe, 2000cc petrol engine, tiptronic","$23,990"
Kia Sportage 2.4P 6A 5Dr Wagon 2012,"108,923km, Station Wagon, 2359cc petrol engine, automatic","$17,990"
Mazda Axela Sport 23S 2005,"63,075km, Hatchback, 2300cc petrol engine, automatic","$11,980"
Toyota Vitz - from $30.02 weekly - Wairau ... 2006,"76,313km, Hatchback, 1300cc petrol engine, automatic","$4,974"
Toyota Wish Z 2006,"101,417km, Van, 1990cc petrol engine","$6,990"
Volkswagen Golf TSI Trendline 2008,"46,247km, Hatchback, 1400cc, automatic","$9,995"
Holden Commodore CALAIS V HEAD TURNER 2008,"114,410km, Sedan, 3564cc petrol engine, automatic","$15,980"
"Toyota Estima HYBRID 7 SEATER, REVERSING C... 2006","86,000km, Van, 2400cc hybrid engine, automatic","$13,750"
Nissan Dualis / Qashqai 2.0S 2WD Low K's 2008,"49,095km, RV/SUV, 2000cc petrol engine, automatic","$14,950"
Toyota Hilux 4WD 3.0Td D/C 5M 9.95% p.a* ... 2014,"93,600km, RV/SUV, 2982cc diesel engine, manual","$37,995"
Toyota Estima hybrid 4wd 2400cc 7 Seater A... 2004,"102,943km, Station Wagon, 2400cc, automatic","$8,990"
Honda Civic Vtx Hb 1.7 auto 2004,"148,618km, Hatchback, 1668cc petrol engine, automatic","$5,450 "
"Toyota RAV4 *SALE*KEYLESS, ALLOYS 2007","105,000km, RV/SUV, 2400cc petrol engine, automatic","$10,900"
BMW 323 i 42000kms 2007,"42,816km, Sedan, 2500cc petrol engine, automatic","$9,490"
Mercedes-Benz B 250 B250 4MATIC 2017,"3,000km, Hatchback, 1991cc petrol engine, automatic","$64,990"
Toyota Mark-X Markx 250G 2009,"87,073km, Sedan, 2500cc petrol engine, automatic","$12,995"
Nissan Dualis 2.0G 5 DOOR 2013,"29,986km, RV/SUV, 1997cc petrol engine, automatic","$23,990"
BMW 320i 42000kms 2009,"42,000km, Sedan, 2000cc petrol engine, automatic","$13,990"
Ford Falcon ***TURBO/XR-6/NZ NEW*** 2003,"63,570km, Ute, 4000cc petrol engine, automatic","$16,999"
BMW 550i - Grade 4.5 2010,"83,210km, Sedan, 4400cc petrol engine, tiptronic","$34,500"
BMW 335i Coupe SE *Facelift Model* 2010,"82,710km, Coupe, 3000cc petrol engine, tiptronic","$24,995"
Ford Transit LWD Mid Roof 7 Seat NZ New 2012,"81,495km, Van, 2399cc diesel engine, manual","$33,990"
Mercedes-Benz ML 350 ML350 SPORT PACKAGE 4... 2006,"66,000km, RV/SUV, 3500cc petrol engine, automatic","$20,980"
Audi Q7 4.2 TDI Quattro S-Line NZ New 2008,"72,500km, RV/SUV, 4134cc diesel engine, tiptronic","$49,990"
Audi A5 2.0 TSI QUATTRO No Deposit Finance 2013,"46,600km, Hatchback, 1980cc petrol engine, tiptronic","$43,990"
Nissan Tiida Low Km No Deposit Finance 2005,"83,900km, Hatchback, 1490cc petrol engine, automatic","$5,390"
Mazda 6 2004,"153,270km, Sedan, 2300cc petrol engine, automatic","$8,499"
Mazda Demio 2007,"94,507km, Hatchback, 1300cc petrol engine, automatic","$8,995"
Subaru Impreza 2007,"99,554km, Hatchback, 1500cc petrol engine, automatic","$9,995"
Toyota Yaris 1.5L AUTO HATCH 2013,"63,879km, Hatchback, 1500cc petrol engine, automatic","$13,990"
Mercedes-Benz R 350 SPORT 3.5L V6 GLASSROOF 2006,"72,000km, Station Wagon, 3500cc petrol engine, automatic","$18,890"
BMW 120i Low Kms 2004,"79,901km, Hatchback, 2000cc petrol engine, automatic","$8,990"
Toyota RAV4 XG 4WD 2004,"80,961km, RV/SUV, 2000cc petrol engine, automatic","$11,990"
Toyota RAV4 XG 4WD 2005,"69,427km, RV/SUV, 2000cc petrol engine, automatic","$12,990"
Alfa Romeo 147 Jtd 16V 2007,"158,000km, Hatchback, 1910cc diesel engine, manual","$6,500 "
Toyota Vellfire 3.5V LOW KMS High Spec 2009,"86,065km, Van, 3500cc petrol engine, tiptronic","$26,773"
Holden Commodore STUNNING SV6 ## SUPER TID... 2008,"178,674km, Sedan, 3564cc petrol engine, automatic","$16,990"
Mazda Atenza 6 2008,"55,200km, Sedan, 2000cc petrol engine, automatic","$10,990"
Honda Jazz RS 2015,"26,465km, Hatchback, 1496cc petrol engine, automatic","$21,950"
Renault Captur Dynamique 1.2P 2016,"24,257km, Hatchback, 1197cc petrol engine, automatic","$23,900"
Volkswagen Passat Wagon TSI R Line 2017,"7,800km, Station Wagon, 1798cc petrol engine, automatic","$43,990"
Toyota Hiace 3.0 DIESEL WORKHORSE. Was $22... 2009,"149,220km, Van, 3000cc diesel engine, automatic","$19,985"
Nissan Note Low Km No Deposit Finance 2006,"67,567km, Hatchback, 1498cc petrol engine, automatic","$4,990"
Toyota Raum 1500cc Low Km No Deposit Finance 2007,"86,266km, Hatchback, 1496cc petrol engine, automatic","$5,490"
Nissan Teana 2007,"67,976km, Sedan, 2349cc petrol engine, automatic","$7,888"
Audi TT 2.0TFSI 2008,"74,000km, Coupe, 2000cc petrol engine, automatic","$16,990"
Lexus IS 250 Leather PCS package 2006,"65,000km, Sedan, 2500cc petrol engine, automatic","$13,690"
BMW 325i Touring reversing camera 2007,"60,000km, Station Wagon, 2500cc petrol engine, automatic","$13,990"
BMW 320i LCI Idrive 2009,"58,000km, Sedan, 2000cc petrol engine, automatic","$13,990"
BMW 740i 4.0 V8 LEATHER GPS 2008,"35,724km, Sedan, 4000cc petrol engine, automatic","$18,980"
Audi Q7 3.6 V6 QUATTRO 7 SEAT 2007,"86,628km, RV/SUV, 3600cc petrol engine, automatic","$26,740"
Mazda RX-8 E TYPE BLACK LEATHER 2008,"80,565km, Coupe, 1300cc petrol engine, automatic","$14,990"
Nissan Caravan TD 5 DOORS LONG DX 2010,"121,776km, Van, 3000cc diesel engine, automatic","$17,890"
Toyota Hiace 23 KMS ONLY VERY TIDY 2007,"23,047km, Van, 2000cc petrol engine, automatic","$18,980"
Volvo XC90 3.2SE 7STR 4WD LEATHER 2009,"111,000km, RV/SUV, 3200cc petrol engine, automatic","$16,980"
Mercedes-Benz B 180 SPORT PARKTRONIC H/LEA... 2011,"44,356km, Hatchback, 1700cc petrol engine, automatic","$12,890"
Mazda Axela 3 New Shape - from $65.97 week... 2010,"22,560km, Hatchback, 1490cc petrol engine, automatic","$13,574"
Mercedes-Benz C 250 2.5L V6 2008,"36,700km, Sedan, 2500cc petrol engine, automatic","$18,990"
Nissan Dualis 20G * Panoramic Roof * 2008,"71,000km, RV/SUV, 2000cc petrol engine, automatic","$11,500"
BMW 120i Cabriolet * Leather * 2008,"48,800km, Convertible, 2000cc petrol engine, automatic","$16,990"
Mitsubishi Outlander 7 SEATS - from $61.46... 2006,"47,734km, RV/SUV, 2400cc petrol engine, automatic","$11,974"
MINI Cooper S * Leather/ Turbo * 2007,"61,000km, Hatchback, 1600cc petrol engine, automatic","$13,500"
Toyota Blade G * Stock Clearance * 2007,"66,000km, Hatchback, 2400cc petrol engine, automatic","$9,500"
Volkswagen Tiguan Facelift 4WD 2012,"62,000km, RV/SUV, 2000cc petrol engine, automatic","$23,990"
Mercedes-Benz C 250 CGI Blue Efficiency 2009,"23,000km, Sedan, 1800cc petrol engine, automatic","$20,990"
"Holden Commodore SS, 5.7L V8 1999","195,109km, Sedan, 5737cc petrol engine, automatic","$9,990"
Renault Master Mini Bus 2016,"20,000km, Van, 2299cc diesel engine, automatic","$62,500"
Toyota Kluger 2006,"87,000km, Station Wagon, 2400cc petrol engine, automatic","$10,990"
Subaru Impreza 15S 2007,"79,362km, Hatchback, 1500cc petrol engine, automatic","$9,980"
Mercedes-Benz CLK 230 1997,"218,396km, Sedan, 1990cc petrol engine, automatic","$4,750"
Toyota Camry GL 2.5L Pre-Registered 2017,"< 1000km, Sedan, 2494cc petrol engine, automatic","$29,990"
Mercedes-Benz CLK 350 AMG Sport 2006,"71,800km, Coupe, 3500cc petrol engine, automatic","$14,995"
BMW 335i Touring M Sport 2007,"75,200km, Station Wagon, 3000cc petrol engine, automatic","$19,995"
Nissan Leaf G 2012,"35,304km, Hatchback, automatic","$11,850"
Mazda Atenza SPORT WAGON LOW KMS 2010,"57,000km, Station Wagon, 2000cc petrol engine, automatic","$16,940"
Mazda RX-8 BLACK LEATHER LOW KMS ! 2006,"62,849km, Coupe, 1300cc petrol engine, automatic","$11,970"
BMW 323i LOW KMS LEATHER MINT 2008,"58,773km, Sedan, 2500cc petrol engine, automatic","$11,980"
Mercedes-Benz ML 500 V8 SUNROOF TOP SPECS 2007,"52,416km, RV/SUV, 5000cc petrol engine, automatic","$26,980"
Jeep Grand Cherokee SRT 2013,"67,019km, RV/SUV, 6417cc petrol engine, automatic","$74,995"
Hyundai Santa Fe R 2.2L 4WD F/LIFT NZ NEW 2011,"178,713km, RV/SUV, 2199cc diesel engine, automatic","$18,990"
"Mercedes-Benz ML 500 ML500 V8, SUNROOF, LE... 2007","87,783km, RV/SUV, 4960cc petrol engine, automatic","$26,990"
Nissan Titan XD 2016,"1,268km, Ute, 5000cc diesel engine, automatic","$129,997"
Ford F150 Shelby 2016,"1,802km, Ute, 5000cc petrol engine, automatic","$189,997"
Toyota Corolla GX 1.8L *SIGNATURE CLASS* H... 2015,"40,124km, Hatchback, 1798cc petrol engine, automatic","$21,990"
Toyota Corolla GX 1.8L Manual *SIGNATURE C... 2016,"36,714km, Hatchback, 1798cc petrol engine, manual","$20,990"
"Mitsubishi Galant Fortis SPORTS **18""""Allo... 2008","56,450km, Sedan, 1990cc petrol engine, automatic","$12,990"
Mitsubishi Galant sport 2000cc sport autom... 2007,"127,627km, Sedan, 2000cc petrol engine, automatic","$7,990"
Volkswagen Passat 3.2 V6 - 4 MOTION - 4WD 2008,"24,550km, Sedan, 3168cc petrol engine, tiptronic","$12,500"
Toyota Vellfire 2.4cc Z 4wd 7 seaters 2.4c... 2010,"120,500km, Station Wagon, 2400cc petrol engine, automatic","$21,990"
Toyota Alphard 8 seaters 2400cc vvti autom... 2005,"133,580km, Van, 2400cc petrol engine, automatic","$8,990"
Honda EDIX Super low km VTEC 1.7L NICE TIDY 2006,"49,584km, Hatchback, 1660cc petrol engine, automatic","$7,950"
"Nissan March 1.5L Cam Chain, Low km, Remot... 2006","58,370km, Hatchback, 1490cc petrol engine, automatic","$5,988"
Nissan Tiida 1.5 Facelift low kms 2011,"36,817km, Hatchback, 1500cc petrol engine, automatic","$8,495"
Toyota Corolla GLX FWD 1.8P SEDAN/4 CVT 2015,"54,467km, Sedan, 1798cc petrol engine, automatic","$22,888"
Hyundai Getz 5 Door 1.4 Auto 1 Owner 2008,"48,361km, Hatchback, 1400cc petrol engine, automatic","$7,999"
"Subaru Impreza G4 2L CRUISE CTRL 35,023KMS 2012","35,023km, Sedan, 2000cc petrol engine, automatic","$14,990"
"Mazda Axela 20C SPORT SKYACTIVE NZ GPS 27,... 2013","27,159km, Hatchback, 2000cc petrol engine, automatic","$17,990"
Toyota Axio COROLLA 5 SPEED MANUAL 2008,"41,633km, Sedan, 1500cc petrol engine, manual","$7,450"
Toyota RAV4 4WD G SPEC KEYLESS 2006,"69,996km, RV/SUV, 2400cc petrol engine, automatic","$12,870"
Nissan Skyline 250GT TYPEV 2007,"67,434km, Sedan, 2500cc petrol engine, automatic","$11,480"
BMW X5 4.8i - 7 Seater 2007,"111,700km, RV/SUV, 4800cc petrol engine, automatic","$24,995"
Toyota Mark-X 250G No Deposit Finance 2006,"72,840km, Sedan, 2499cc petrol engine, automatic","$8,990"
Toyota Vitz 1300CC No Deposit Finance 2008,"99,491km, Hatchback, 1296cc petrol engine, automatic","$5,490"
Toyota Vitz 1300CC No Deposit Finance 2008,"81,290km, Hatchback, 1296cc petrol engine, automatic","$5,490"
BMW X1 Sdrive 18I 2012,"52,000km, RV/SUV, 1995cc petrol engine, automatic","$20,000 "
Nissan Wingroad 2007,"98,000km, Station Wagon, 1500cc petrol engine, automatic","$5,999"
MINI Countryman Cooper S 2011,"14,550km, Hatchback, 1600cc petrol engine, automatic","$24,995"
BMW 120i Cabriolet - Full Leather 2009,"95,600km, Convertible, 1990cc petrol engine, tiptronic","$14,995"
Mercedes-Benz E 350 Coupe 2010,"116,500km, Coupe, 3497cc petrol engine, tiptronic","$23,500"
BMW X5 3.0 Si M-Sport 2008,"95,180km, RV/SUV, 3000cc petrol engine, tiptronic","$24,995"
Peugeot 308 CC 2.0 HDi - NZ New 2009,"112,300km, Convertible, 1997cc diesel engine, tiptronic","$19,995"
BMW X1 sDrive18i M-Sport 2011,"48,061km, Station Wagon, 1990cc petrol engine, automatic","$21,995"
Mercedes-Benz E 320 E320 Diesel 2009,"112,644km, Sedan, 2980cc diesel engine, tiptronic","$16,500"
Toyota Estima AERAS 2006,"99,042km, Van, 2400cc petrol engine, automatic","$10,980"
Volkswagen Passat R Line 2.0TDi 6A 5Dr Wagon 2014,"39,845km, Station Wagon, 1968cc diesel engine, automatic","$29,990"
Toyota Avensis XI NEW SHAPE SALE!! 2012,"121,522km, Station Wagon, 2000cc petrol engine, automatic","$12,190"
BMW 335i M-SPORT LEATHER i-DRIVE GPS 2007,"105,000km, Sedan, 3000cc petrol engine, automatic","$15,980"
Mazda CX-7 turbo 2007,"77,915km, RV/SUV, 2300cc petrol engine, automatic","$13,995 "
Ford Ranger 4X4 XLT Double Cab Wellside 2017,"3,000km, RV/SUV, 3198cc diesel engine, automatic","$55,890"
